bu_sk,item_sk,local_date,outlier_flags,available_stock,reserved_stock,allocated_stock,blocked_stock,demand_stock,acceptable_stock,avoidable_stock,avoidable_reason_ifk,acceptable_stock_goal,avoidable_stock_goal,warehouse_unprotected,warehouse_protected,warehouse_total,warehouse_unprotected_demand_stock,warehouse_protected_demand_stock,shelf_stock,osa_want_stock_flag,available_stock_at_opening,blocked_stock_at_opening,stock_on_hand_at_opening,osa_want_stock_quantity,osa_have_stock_flag,osa_need_stock_flag,osa_missed_sales_quantity,,
4,11,45547,"{""flag_stock"": false}",202,15,9,3,33,145.8,56.2,2,148.5,56,154,50,204,17.8,4.8,16,1,187,3,214,31,0,1,1,,
4,11,45548,"{""flag_stock"": false}",205,9,11,3,36,113.4,91.6,3,123.5,83.3,152,50,202,18,8.7,23,1,202,1,223,28,0,1,1,,
4,11,45549,"{""flag_stock"": false}",193,12,5,9,49,142.7,50.3,4,153,45.4,151,50,201,32.8,6.5,31,1,205,9,231,44,1,0,0,,
4,11,45550,"{""flag_stock"": false}",209,15,9,8,49,119.5,89.5,2,126.4,86.6,165,50,215,30.4,10.7,25,1,193,9,226,48,0,1,1,,
4,11,45551,"{""flag_stock"": false}",206,22,12,6,40,140.2,65.8,4,153.2,65.4,161,52,213,23.2,7.2,16,1,209,6,249,43,0,1,1,,
4,11,45552,"{""flag_stock"": false}",201,10,9,3,36,121.7,79.3,3,129.5,77.7,159,50,209,23.9,4.6,30,1,206,3,228,35,1,0,0,,
4,11,45553,"{""flag_stock"": false}",207,16,3,7,38,120.2,86.8,2,128.8,86.6,159,50,209,22.2,6.9,22,1,201,6,226,35,0,1,1,,
4,11,45554,"{""flag_stock"": false}",211,19,12,4,34,145.5,65.5,2,154.7,64.6,159,52,211,16,6.1,21,1,207,5,243,36,1,0,0,,
4,11,45555,"{""flag_stock"": false}",217,16,4,5,39,129.1,87.9,3,141.3,83.1,150,51,201,17.6,4.8,26,1,211,5,236,29,0,1,1,,
4,11,45556,"{""flag_stock"": false}",203,11,11,7,49,151.9,51.1,1,154,50.2,148,50,198,30.2,8.8,23,1,217,6,245,43,0,1,1,,
4,11,45557,"{""flag_stock"": false}",206,18,9,6,48,139,67,4,152.5,61.6,151,50,201,30.4,9.4,26,1,203,8,238,57,1,0,0,,
4,11,45558,"{""flag_stock"": false}",208,19,12,2,40,135,73,4,141.1,69.7,148,55,203,21.7,8.1,25,1,206,1,238,40,0,1,1,,
4,11,45559,"{""flag_stock"": false}",206,17,10,6,38,130.4,75.6,4,140.6,70.3,145,51,196,20.6,8.2,10,1,208,8,243,41,0,1,1,,
4,11,45560,"{""flag_stock"": false}",201,20,9,6,36,127,74,5,128.1,72.2,144,50,194,18.7,6.5,20,1,206,6,241,41,0,1,1,,
4,11,45561,"{""flag_stock"": false}",203,18,7,2,44,151.2,51.8,3,161,47.8,141,56,197,26.1,10.3,19,1,201,3,229,45,1,0,0,,
4,11,45562,"{""flag_stock"": false}",211,15,7,7,29,153.9,57.1,2,154,54.7,149,53,202,19.9,5.4,17,1,203,6,231,28,0,1,1,,
4,11,45563,"{""flag_stock"": false}",207,24,11,7,47,117.3,89.7,2,118.1,87.1,143,52,195,22.7,9.9,18,1,211,8,254,43,0,1,1,,
4,11,45564,"{""flag_stock"": false}",207,14,12,7,49,135.9,71.1,1,142.6,69.5,132,50,182,33.5,13.2,23,1,207,7,240,48,0,1,1,,
4,11,45565,"{""flag_stock"": false}",198,16,10,4,44,147.1,50.9,1,154.2,47.3,133,50,183,26.5,7,21,1,207,3,236,40,1,0,0,,
4,11,45566,"{""flag_stock"": false}",189,12,8,7,37,133.1,55.9,3,137.9,54.3,132,52,184,20.7,6.4,22,1,198,6,224,34,1,0,0,,
4,11,45567,"{""flag_stock"": false}",199,13,10,6,48,119.2,79.8,1,129.4,77.2,147,50,197,26.3,5.9,21,1,189,7,219,47,1,0,0,,
4,11,45568,"{""flag_stock"": false}",211,18,13,5,45,143.8,67.2,5,152.9,65.1,150,52,202,29.2,8.8,25,1,199,6,236,47,0,1,1,,
4,11,45569,"{""flag_stock"": false}",232,10,3,5,40,152.5,79.5,4,160.6,75.5,141,51,192,25.5,7.7,16,1,211,5,229,40,1,0,0,,
4,11,45570,"{""flag_stock"": false}",226,17,13,3,49,157.7,68.3,5,167.6,65.4,151,50,201,43.6,16.7,16,1,232,4,266,48,1,0,0,,
4,11,45571,"{""flag_stock"": false}",223,16,6,5,48,148.1,74.9,1,156.9,71.1,136,50,186,21.4,6.2,18,1,226,5,253,47,1,0,0,,
4,11,45572,"{""flag_stock"": false}",235,11,10,7,38,169.2,65.8,3,179.4,63.2,129,50,179,13.7,3.3,39,1,223,5,249,41,1,0,0,,
4,11,45573,"{""flag_stock"": false}",252,21,3,4,42,139.2,112.8,5,148.5,111.6,121,50,171,22.8,6.9,19,1,235,4,263,42,0,1,1,,
4,11,45574,"{""flag_stock"": false}",264,17,9,1,34,151.5,112.5,2,164.6,101.8,110,50,160,18.2,5.1,22,1,252,2,280,27,0,1,1,,
4,11,45575,"{""flag_stock"": false}",270,18,10,6,37,177.1,92.9,5,177.2,92.8,106,59,165,22.5,6.6,22,1,264,6,298,41,0,1,1,,
4,11,45576,"{""flag_stock"": false}",263,10,8,2,40,158,105,2,161.8,97.6,109,50,159,26.4,9.9,15,1,270,3,291,43,0,1,1,,
4,11,45577,"{""flag_stock"": false}",259,16,8,3,49,162.4,96.6,4,165.3,91.7,101,53,154,35.3,5.8,18,1,263,3,290,43,0,1,1,,
4,11,45578,"{""flag_stock"": false}",272,11,11,6,49,159.7,112.3,2,169,110.7,104,58,162,37.4,12,25,1,259,4,285,45,1,0,0,,
4,11,45579,"{""flag_stock"": false}",279,20,7,2,33,169,110,3,179.9,107.8,93,61,154,11.2,6.4,20,1,272,2,301,34,0,1,1,,
4,11,45580,"{""flag_stock"": false}",277,13,12,6,46,185.9,91.1,5,192.1,84.8,84,59,143,23.9,6.4,23,1,279,6,310,42,0,1,1,,
4,11,45581,"{""flag_stock"": false}",289,20,8,7,39,167.4,121.6,1,177.3,115.8,67,72,139,24.7,7.6,13,1,277,7,312,37,1,0,0,,
4,11,45582,"{""flag_stock"": false}",291,16,14,5,32,163.5,127.5,2,179.4,115.7,58,67,125,22.8,5.5,24,1,289,6,325,30,0,1,1,,
4,11,45583,"{""flag_stock"": false}",293,16,4,6,39,170.9,122.1,4,176.8,111.8,52,69,121,23.2,8.4,24,1,291,6,317,45,0,1,1,,
4,11,45584,"{""flag_stock"": false}",29,10,13,2,47,18.9,10.1,3,20.3,9.3,58,69,127,28.7,6.6,27,1,293,1,317,48,0,1,1,,
4,11,45585,"{""flag_stock"": false}",29,25,11,8,49,16.6,12.4,1,17.6,12.4,61,67,128,35.7,10,31,1,29,7,72,46,0,1,1,,
4,11,45586,"{""flag_stock"": false}",28,5,13,5,45,19.1,8.9,3,19.5,8.1,65,62,127,23.2,7.4,24,1,29,5,52,47,0,1,1,,
4,11,45587,"{""flag_stock"": false}",29,14,8,6,45,21,8,5,22.8,7.4,72,69,141,23.1,5.8,26,1,28,5,55,45,0,1,1,,
4,11,45588,"{""flag_stock"": false}",28,5,14,5,42,18.3,9.7,2,18.9,9.1,71,67,138,21.8,8.6,21,1,29,6,54,38,0,1,1,,
4,11,45589,"{""flag_stock"": false}",32,16,11,3,30,22.5,9.5,4,23.5,8.9,74,65,139,20.3,6.9,14,1,28,3,58,27,0,1,1,,
4,11,45590,"{""flag_stock"": false}",46,16,7,5,45,28.1,17.9,1,28.6,16.6,89,64,153,24.7,10,25,1,32,6,61,45,1,0,0,,
4,11,45591,"{""flag_stock"": false}",55,9,11,5,49,36.6,18.4,2,38.1,16.7,98,62,160,32.4,8.4,24,1,46,5,71,56,0,1,1,,
4,11,45592,"{""flag_stock"": false}",74,6,9,4,49,54.9,19.1,1,58.9,18.2,107,66,173,31.4,13.2,22,1,55,5,75,56,1,0,0,,
4,11,45593,"{""flag_stock"": false}",72,15,13,6,43,42.6,29.4,2,44.4,27.8,103,70,173,27.6,5.8,16,1,74,7,109,44,1,0,0,,
4,11,45594,"{""flag_stock"": false}",74,15,12,2,35,51.6,22.4,2,54.2,20.8,98,75,173,22.9,3.8,21,1,72,1,100,29,0,1,1,,
4,11,45595,"{""flag_stock"": false}",71,18,7,9,40,50.9,20.1,1,54,19.6,107,86,193,23.5,4.2,22,1,74,9,108,34,1,0,0,,
4,11,45596,"{""flag_stock"": false}",81,14,13,3,37,53.2,27.8,5,53.3,26.4,99,80,179,17.7,6.1,31,1,71,3,101,39,0,1,1,,
4,11,45597,"{""flag_stock"": false}",81,12,13,4,43,47.8,33.2,3,50.3,32.5,94,80,174,21.1,6,34,1,81,3,109,40,0,1,1,,
4,11,45598,"{""flag_stock"": false}",84,24,3,7,49,53.2,30.8,1,53.8,28.2,101,79,180,33.2,9.7,17,1,81,7,115,48,0,1,1,,
4,11,45599,"{""flag_stock"": false}",94,18,7,5,49,54.4,39.6,2,57.5,36.1,100,76,176,32.8,9.9,11,1,84,2,111,49,0,1,1,,
4,11,45600,"{""flag_stock"": false}",104,18,9,8,37,75.5,28.5,5,78.4,27.2,111,85,196,25.4,7.8,18,1,94,8,129,32,0,1,1,,
4,11,45601,"{""flag_stock"": false}",107,18,7,7,46,59.7,47.3,2,60,43.2,114,83,197,19.7,7.7,19,1,104,6,135,45,0,1,1,,
4,11,45602,"{""flag_stock"": false}",104,8,7,5,37,61.5,42.5,4,67.2,39.5,120,86,206,20,7.6,26,1,107,4,126,28,0,1,1,,
4,11,45603,"{""flag_stock"": false}",105,18,7,6,28,65.8,39.2,4,69.7,37.1,127,71,198,19.6,5.1,26,1,104,5,134,31,1,0,0,,
4,11,45604,"{""flag_stock"": false}",112,19,8,7,31,65.9,46.1,5,66.1,44.4,113,74,187,23.1,7.9,26,1,105,8,140,30,0,1,1,,
4,11,45605,"{""flag_stock"": false}",109,14,8,2,49,62.2,46.8,2,64.1,46,103,76,179,30.6,7.8,32,1,112,4,138,46,1,0,0,,
4,11,45606,"{""flag_stock"": false}",112,9,9,5,49,67.5,44.5,3,73.6,41.2,108,76,184,34,9.1,30,1,109,5,132,46,0,1,1,,
4,11,45607,"{""flag_stock"": false}",131,20,7,5,39,78.1,52.9,3,80.1,50.7,103,69,172,20.3,6.2,27,1,112,4,143,45,1,0,0,,
4,11,45608,"{""flag_stock"": false}",129,12,7,3,41,78.3,50.7,2,83.5,49,115,76,191,25.5,5.9,23,1,131,3,153,45,0,1,1,,
4,11,45609,"{""flag_stock"": false}",127,14,7,5,41,84.1,42.9,5,86.5,39.8,112,68,180,24.4,7.7,20,1,129,3,153,38,0,1,1,,
4,11,45610,"{""flag_stock"": false}",124,10,9,7,47,85.7,38.3,5,94.1,37.9,117,60,177,26.1,6.1,21,1,127,8,154,51,0,1,1,,
4,11,45611,"{""flag_stock"": false}",125,17,11,7,44,87.5,37.5,5,91.4,35.3,126,61,187,25.8,10.5,22,1,124,5,157,47,1,0,0,,
4,11,45612,"{""flag_stock"": false}",136,18,6,9,49,94.9,41.1,2,104.2,40.3,135,50,185,36.4,3.7,28,1,125,9,158,54,0,1,1,,
4,11,45613,"{""flag_stock"": false}",134,13,5,7,49,87.7,46.3,3,94.6,44.6,153,53,206,35,10.8,27,1,136,7,161,47,1,0,0,,
4,11,45614,"{""flag_stock"": false}",126,14,9,3,38,80.4,45.6,5,84.6,43.9,150,56,206,20.7,3.2,28,1,134,3,160,38,1,0,0,,
4,11,45615,"{""flag_stock"": false}",129,11,8,6,37,95.3,33.7,5,100.2,30.8,155,60,215,19.5,8.3,24,1,126,6,151,45,0,1,1,,
4,11,45616,"{""flag_stock"": false}",118,19,8,3,43,66.5,51.5,1,68.4,49.2,151,64,215,20.3,7.7,24,1,129,2,158,40,0,1,1,,
4,11,45617,"{""flag_stock"": false}",107,15,5,6,33,65.8,41.2,3,71.2,40.4,164,62,226,21.8,9,30,1,118,7,145,27,0,1,1,,
4,11,45618,"{""flag_stock"": false}",103,19,4,5,39,63,40,5,67.8,38,158,74,232,18.2,6.5,22,1,107,4,134,35,0,1,1,,
4,11,45619,"{""flag_stock"": false}",118,21,8,2,49,77.8,40.2,3,81.5,38.9,154,74,228,40.5,11.4,24,1,103,2,134,57,0,1,1,,
4,11,45620,"{""flag_stock"": false}",121,18,7,2,49,76.7,44.3,4,81.7,40.9,160,73,233,23.7,11.6,27,1,118,1,144,57,0,1,1,,
4,11,45621,"{""flag_stock"": false}",138,11,7,4,41,84.5,53.5,5,86.5,50.5,150,71,221,17.8,5.4,16,1,121,3,142,40,1,0,0,,
4,11,45622,"{""flag_stock"": false}",133,16,14,6,39,84.2,48.8,1,89.1,44.6,142,76,218,18.6,8.2,21,1,138,5,173,38,0,1,1,,
4,11,45623,"{""flag_stock"": true}",13,16,10,4,42,9,4,4,9.3,3.6,150,78,228,26.7,6.9,24,1,133,4,163,41,1,0,0,,
4,11,45624,"{""flag_stock"": true}",3,18,12,2,42,1.9,1.1,5,2.1,1,148,80,228,22.5,6.9,16,1,13,2,45,41,0,1,1,,
4,11,45625,"{""flag_stock"": true}",12,16,5,6,46,7.4,4.6,1,8,4.4,159,82,241,23.5,5.9,20,1,3,6,30,45,1,0,0,,
4,11,45626,"{""flag_stock"": true}",11,16,2,3,49,6.5,4.5,1,6.6,4.2,163,86,249,32.1,7.3,18,1,12,3,33,49,0,1,1,,
4,11,45627,"{""flag_stock"": true}",0,8,5,5,49,0,0,1,0,0,155,86,241,37.7,11.1,17,1,11,4,28,40,0,1,1,,
4,11,45628,"{""flag_stock"": true}",14,14,7,9,48,7.9,6.1,3,8.2,5.8,151,78,229,24.4,9.2,24,1,0,9,30,37,0,1,1,,
4,11,45629,"{""flag_stock"": true}",2,15,7,2,39,1.5,0.5,5,1.6,0.5,141,69,210,22.6,9.4,28,1,14,3,39,47,1,0,0,,
4,11,45630,"{""flag_stock"": true}",13,16,1,4,49,8.4,4.6,5,9.1,4.5,143,77,220,23.9,9.4,24,1,2,4,23,49,0,1,1,,
4,11,45631,"{""flag_stock"": true}",14,18,10,3,45,8.1,5.9,2,8.2,5.8,132,85,217,27,7.2,14,1,13,3,44,47,0,1,1,,
4,11,45632,"{""flag_stock"": true}",11,18,9,4,36,6.3,4.7,5,6.8,4.5,129,89,218,24.6,6.9,23,1,14,5,46,45,1,0,0,,
4,11,45633,"{""flag_stock"": true}",19,17,7,1,49,12.3,6.7,3,13.4,6.1,129,92,221,34.3,11.3,25,1,11,1,36,39,0,1,1,,
4,11,45634,"{""flag_stock"": false}",27,19,9,4,49,16.7,10.3,3,17.3,10,132,100,232,35.1,11.8,31,1,19,4,51,44,0,1,1,,
4,11,45635,"{""flag_stock"": false}",27,14,4,5,35,19.7,7.3,3,20.8,7.2,132,89,221,23.4,8.5,24,1,27,3,48,40,1,0,0,,
4,11,45636,"{""flag_stock"": false}",35,15,7,6,41,24.4,10.6,2,26.4,10.2,122,81,203,20.5,6.4,28,1,27,7,56,43,0,1,1,,
4,11,45637,"{""flag_stock"": false}",37,13,12,5,41,22.4,14.6,2,23.2,13.5,127,82,209,31.7,6.7,29,1,35,4,64,35,0,1,1,,
4,11,45638,"{""flag_stock"": false}",50,14,11,8,40,31.9,18.1,4,35.1,16.9,138,82,220,26.5,6.5,15,1,37,9,71,41,1,0,0,,
4,11,45639,"{""flag_stock"": false}",51,16,1,6,47,31,20,4,33.1,19.4,147,89,236,20.8,5.3,27,1,50,8,75,47,1,0,0,,
4,11,45640,"{""flag_stock"": true}",6,15,13,7,49,3.5,2.5,3,3.8,2.3,133,86,219,32.3,10.9,27,1,51,8,87,50,1,0,0,,
4,11,45641,"{""flag_stock"": true}",7,11,14,2,49,5,2,2,5.1,1.9,144,82,226,27,9.4,19,1,6,2,33,49,0,1,1,,
4,11,45642,"{""flag_stock"": true}",8,18,3,1,45,5.8,2.2,3,6.1,2,134,72,206,29.6,6.9,19,1,7,1,29,44,0,1,1,,
4,11,45643,"{""flag_stock"": true}",12,12,9,8,35,7.6,4.4,4,8.1,4.3,134,77,211,20,6.8,22,1,8,7,36,41,0,1,1,,
4,11,45644,"{""flag_stock"": true}",9,17,9,6,38,6.7,2.3,4,7.2,2.1,123,76,199,20.8,8.3,24,1,12,7,45,34,0,1,1,,
4,11,45645,"{""flag_stock"": true}",5,18,5,5,35,3.6,1.4,1,3.7,1.4,133,67,200,20.5,8.4,23,1,9,7,39,39,1,0,0,,
4,11,45646,"{""flag_stock"": true}",2,13,5,7,40,1.4,0.6,5,1.4,0.6,137,67,204,23.9,2.6,18,1,5,9,32,40,0,1,1,,
4,11,45647,"{""flag_stock"": true}",6,14,6,8,49,4,2,1,4.2,1.9,131,56,187,33.1,8.2,22,1,2,9,31,42,0,1,1,,
4,11,45648,"{""flag_stock"": true}",17,21,8,7,45,10.8,6.2,3,11.2,6,139,56,195,28.4,5.3,17,1,6,5,40,56,0,1,1,,
4,11,45649,"{""flag_stock"": true}",14,16,8,6,41,8.6,5.4,4,8.6,5.2,142,52,194,24.3,9.8,34,1,17,6,47,33,0,1,1,,
4,11,45650,"{""flag_stock"": true}",9,23,8,3,41,5.4,3.6,1,5.9,3.6,142,52,194,19.9,6.5,23,1,14,3,48,44,0,1,1,,
4,11,45651,"{""flag_stock"": true}",10,9,7,6,36,6.5,3.5,1,6.9,3.4,138,50,188,20.5,8,18,1,9,6,31,28,0,1,1,,
4,11,45652,"{""flag_stock"": true}",18,13,9,3,44,13.3,4.7,4,13.8,4.5,141,59,200,25.2,5.2,23,1,10,3,35,44,0,1,1,,
4,11,45653,"{""flag_stock"": false}",20,15,9,5,36,14.1,5.9,5,14.8,5.6,132,51,183,22.7,6.2,22,1,18,6,48,41,0,1,1,,
4,11,45654,"{""flag_stock"": true}",21,20,9,8,49,13.2,7.8,5,13.6,7.1,132,57,189,35.8,11.1,19,1,20,8,57,51,0,1,1,,
4,11,45655,"{""flag_stock"": false}",27,17,6,5,49,15.1,11.9,4,16.4,11.5,130,58,188,44,8.6,27,1,21,5,49,51,1,0,0,,
4,11,45656,"{""flag_stock"": false}",29,13,12,1,39,16.2,12.8,5,16.6,12,142,55,197,25.3,4.1,18,1,27,2,54,27,1,0,0,,
4,12,45292,"{""flag_stock"": false}",13,6,9,1,22,9.5,3.5,4,10,3.3,212,131,343,16.5,4.3,21,1,129,1,145,23,0,1,1,,
4,12,45293,"{""flag_stock"": false}",19,16,10,5,23,13.6,5.4,5,14.9,5,208,131,339,11.5,1.5,24,1,13,5,44,22,0,1,1,,
4,12,45294,"{""flag_stock"": false}",27,17,10,4,29,15.5,11.5,3,16.4,10.4,202,125,327,18.1,2.4,24,1,19,3,49,31,0,1,1,,
4,12,45295,"{""flag_stock"": false}",31,17,13,6,35,23,8,2,25.1,7.3,203,125,328,18.1,5.8,17,1,27,6,63,39,0,1,1,,
4,12,45296,"{""flag_stock"": false}",40,18,6,5,24,28.8,11.2,3,30.2,10.3,205,110,315,15.4,6.6,16,1,31,6,61,18,0,1,1,,
4,12,45297,"{""flag_stock"": false}",40,20,4,4,41,26,14,3,26.3,13.3,214,106,320,29.8,7.6,22,1,40,4,68,37,0,1,1,,
4,12,45298,"{""flag_stock"": false}",28,12,5,6,43,17.6,10.4,5,17.8,9.6,213,101,314,29.6,9.7,25,1,40,8,65,50,1,0,0,,
4,12,45299,"{""flag_stock"": false}",29,15,13,6,23,16.2,12.8,3,16.5,12.8,210,93,303,15.3,3.2,27,1,28,7,63,30,1,0,0,,
4,12,45300,"{""flag_stock"": false}",35,12,8,5,28,21.4,13.6,4,22.9,13.5,210,93,303,17.8,4.4,21,1,29,6,55,30,1,0,0,,
4,12,45301,"{""flag_stock"": false}",36,17,10,3,25,20.9,15.1,3,22.1,13.8,212,85,297,14.3,3.6,20,1,35,3,65,25,1,0,0,,
4,12,45302,"{""flag_stock"": false}",36,20,11,5,27,24.2,11.8,2,24.6,11,214,91,305,14.3,2.9,19,1,36,6,73,31,0,1,1,,
4,12,45303,"{""flag_stock"": false}",30,11,13,5,28,19,11,1,19,10.7,214,96,310,19.2,6.4,30,1,36,4,64,28,0,1,1,,
4,12,45304,"{""flag_stock"": false}",36,12,10,6,39,24,12,2,24.2,11.4,203,89,292,24.9,5.9,23,1,30,7,59,44,1,0,0,,
4,12,45305,"{""flag_stock"": false}",39,18,8,3,36,29.2,9.8,5,31.3,8.9,197,93,290,24.4,8.2,21,1,36,2,64,38,0,1,1,,
4,12,45306,"{""flag_stock"": false}",33,16,12,5,32,19.5,13.5,1,20.8,13,196,94,290,20.1,3.7,17,1,39,4,71,28,0,1,1,,
4,12,45307,"{""flag_stock"": false}",34,19,9,3,30,22.5,11.5,3,23.4,11.3,197,91,288,13.6,5.5,16,1,33,4,65,25,0,1,1,,
4,12,45308,"{""flag_stock"": false}",48,11,6,6,20,31.6,16.4,3,32.2,15.2,196,85,281,13,4,18,1,34,6,57,22,0,1,1,,
4,12,45309,"{""flag_stock"": false}",44,15,13,6,27,29.3,14.7,2,31.6,13.3,200,92,292,18,2.3,25,1,48,6,82,29,0,1,1,,
4,12,45310,"{""flag_stock"": false}",51,12,12,4,29,33.8,17.2,1,34.1,16.8,207,94,301,12.7,2.7,17,1,44,4,72,28,1,0,0,,
4,12,45311,"{""flag_stock"": false}",46,17,4,3,49,32.1,13.9,1,32.9,13.5,208,91,299,23.8,8.7,23,1,51,4,76,35,1,0,0,,
4,12,45312,"{""flag_stock"": false}",41,15,7,3,46,27.4,13.6,4,27.7,12.4,221,89,310,22.6,7,27,1,46,2,70,34,0,1,1,,
4,12,45313,"{""flag_stock"": false}",51,19,10,1,24,34,17,1,36.2,16.8,218,96,314,11.9,3.6,25,1,41,2,72,33,1,0,0,,
4,12,45314,"{""flag_stock"": false}",55,17,6,2,27,40.1,14.9,2,41.7,14.2,210,93,303,14.2,6.1,21,1,51,2,76,21,0,1,1,,
4,12,45315,"{""flag_stock"": false}",58,11,6,5,25,32.5,25.5,3,35.7,24.6,206,89,295,13.1,6.8,26,1,55,3,75,25,1,0,0,,
4,12,45316,"{""flag_stock"": false}",62,18,8,2,23,44.7,17.3,3,48.8,16.2,203,88,291,11,3.9,22,1,58,4,88,26,0,1,1,,
4,12,45317,"{""flag_stock"": false}",66,18,9,7,24,39.8,26.2,4,42.4,26.1,195,87,282,17.9,5.3,25,1,62,8,97,26,1,0,0,,
4,12,45318,"{""flag_stock"": false}",62,15,13,8,39,39.7,22.3,3,41.6,22.1,197,96,293,15.3,0.6,23,1,66,9,103,42,0,1,1,,
4,12,45319,"{""flag_stock"": false}",57,14,9,2,44,40.8,16.2,3,42.4,15.5,188,91,279,24.1,6.3,20,1,62,2,87,46,0,1,1,,
4,12,45320,"{""flag_stock"": false}",60,18,6,2,29,43.2,16.8,1,45.7,16.2,188,88,276,12.4,4.1,23,1,57,3,84,27,0,1,1,,
4,12,45321,"{""flag_stock"": false}",59,16,7,3,33,33.1,25.9,1,33.2,24,198,94,292,16.4,6.7,23,1,60,3,86,36,0,1,1,,
4,12,45322,"{""flag_stock"": false}",61,18,12,3,26,40.9,20.1,4,44.3,18.6,195,95,290,15.9,5.2,29,1,59,3,92,32,0,1,1,,
4,12,45323,"{""flag_stock"": false}",60,10,12,5,29,37.1,22.9,3,40.1,21.9,193,105,298,18.6,5.8,22,1,61,6,89,27,1,0,0,,
4,12,45324,"{""flag_stock"": false}",67,19,5,4,26,47.3,19.7,4,50.3,18.7,197,93,290,15.9,3.3,17,1,60,4,88,27,0,1,1,,
4,12,45325,"{""flag_stock"": false}",70,16,11,4,49,41.5,28.5,4,43.8,28.4,195,101,296,29.7,9.4,21,1,67,5,99,53,0,1,1,,
4,12,45326,"{""flag_stock"": false}",79,14,7,1,49,48.6,30.4,2,52.3,29.9,203,104,307,22.2,4.4,18,1,70,0,91,46,1,0,0,,
4,12,45327,"{""flag_stock"": false}",82,19,13,2,31,56.7,25.3,5,57.5,23.9,196,114,310,15.4,2.1,13,1,79,1,112,42,0,1,1,,
4,12,45328,"{""flag_stock"": false}",81,17,14,5,29,52.1,28.9,4,53.7,27.3,197,120,317,19.4,4,18,1,82,5,118,26,0,1,1,,
4,12,45329,"{""flag_stock"": false}",95,8,12,1,30,57.7,37.3,4,58.9,36.9,192,114,306,16.6,4.7,13,1,81,2,103,29,0,1,1,,
4,12,45330,"{""flag_stock"": false}",96,8,11,6,28,68.5,27.5,4,73,27.5,198,111,309,14.4,4.6,30,1,95,4,118,17,0,1,1,,
4,12,45331,"{""flag_stock"": false}",93,18,6,6,29,68.7,24.3,4,72,21.9,202,110,312,15.9,7.4,23,1,96,5,125,29,0,1,1,,
4,12,45332,"{""flag_stock"": false}",94,15,6,4,41,69.6,24.4,4,71.7,23,210,111,321,21.4,4.4,23,1,93,4,118,42,1,0,0,,
4,12,45333,"{""flag_stock"": false}",101,22,7,3,38,71.7,29.3,3,72.7,27,218,113,331,24.5,8,19,1,94,3,126,44,1,0,0,,
4,12,45334,"{""flag_stock"": false}",97,18,6,3,33,63.8,33.2,1,67.2,32.5,217,109,326,20.1,8.4,19,1,101,4,129,23,0,1,1,,
4,12,45335,"{""flag_stock"": false}",91,15,8,5,21,50.2,40.8,4,54.8,38.5,227,109,336,16.2,4.8,22,1,97,4,124,31,0,1,1,,
4,12,45336,"{""flag_stock"": false}",93,14,9,4,29,52.8,40.2,2,55.3,38.3,236,108,344,18,4.9,16,1,91,3,117,22,0,1,1,,
4,12,45337,"{""flag_stock"": false}",88,19,11,7,34,48.9,39.1,3,51.5,38.6,241,107,348,12.2,8.5,13,1,93,7,130,35,0,1,1,,
4,12,45338,"{""flag_stock"": false}",93,26,9,3,23,61.3,31.7,5,62.6,29,226,105,331,10.6,4.2,20,1,88,3,126,23,0,1,1,,
4,12,45339,"{""flag_stock"": false}",84,15,5,4,42,46.5,37.5,3,46.7,36,228,105,333,27.2,10.4,21,1,93,5,118,43,0,1,1,,
4,12,45340,"{""flag_stock"": false}",81,18,7,8,41,60.3,20.7,3,65.6,18.7,237,104,341,24.5,4.3,21,1,84,9,118,41,0,1,1,,
4,12,45341,"{""flag_stock"": false}",87,19,9,2,36,56.8,30.2,3,60,29.3,231,103,334,18.8,5.3,23,1,81,1,110,28,0,1,1,,
4,12,45342,"{""flag_stock"": false}",88,16,12,8,26,53,35,5,55.2,34.2,226,104,330,17,3.4,24,1,87,7,122,20,0,1,1,,
4,12,45343,"{""flag_stock"": false}",93,15,12,4,32,65.4,27.6,4,65.8,26.1,241,99,340,21.9,7,24,1,88,3,118,30,0,1,1,,
4,12,45344,"{""flag_stock"": false}",91,15,10,6,26,58.8,32.2,3,62.1,29.1,241,99,340,8.5,3.5,20,1,93,5,123,19,0,1,1,,
4,12,45345,"{""flag_stock"": false}",92,9,11,4,36,65.6,26.4,2,67.6,24.8,231,97,328,22,5,19,1,91,4,115,37,0,1,1,,
4,12,45346,"{""flag_stock"": false}",101,25,5,3,47,75.5,25.5,5,80.2,24.8,227,94,321,28.9,7.2,18,1,92,4,126,54,0,1,1,,
4,12,45347,"{""flag_stock"": false}",100,14,5,5,49,63.2,36.8,5,66.3,34.8,230,94,324,23.1,6.9,22,1,101,5,125,51,1,0,0,,
4,12,45348,"{""flag_stock"": false}",98,12,9,9,35,73.2,24.8,5,75.4,23,227,93,320,21.6,6.4,22,1,100,9,130,43,1,0,0,,
4,12,45349,"{""flag_stock"": false}",108,19,11,0,24,67.8,40.2,4,72.4,36.4,230,90,320,14,5,35,1,98,1,129,19,0,1,1,,
4,12,45350,"{""flag_stock"": false}",108,18,9,1,31,79,29,2,83.4,26.9,240,93,333,20,2.6,14,1,108,2,137,28,1,0,0,,
4,12,45351,"{""flag_stock"": false}",118,21,3,4,25,68,50,2,74.7,49.7,238,85,323,19.1,5.2,15,1,108,5,137,23,0,1,1,,
