local_forecast_date,bu_sk,item_sk,base_demand_forecast_units,demand_forecast_units,demand_forecast_net_deviation_quantity,demand_forecast_accuracy_score_ifk,demand_forecast_is_accurate_flag,operational_forecast_units,operational_forecast_net_deviation_quantity,operational_forecast_accuracy_score_ifk,operational_forecast_is_accurate_flag,operational_orderable_forecast_units,operational_carry_away_forecast_units,calculated_override,country_activity,days_last_change_country_activity
45368,3,26,8.9,9.13,-3.87,4,True,9.13,-3.87,4,True,8.56,0.9,1.91,0.8299,23
45369,3,26,6.54,5.61,3.61,4,True,5.46,3.46,4,True,5.07,0.51,2.6,1.0259,28
45370,3,26,5.95,5.92,-0.08,5,True,6.47,0.47,5,True,6.04,0.56,1.75,0.9242,14
45371,3,26,5.2,4.9,1.9,5,True,5.34,2.34,4,True,4.98,0.64,3.81,1.2534,7
45372,3,26,5.27,5.36,-1.64,5,True,5.53,-1.47,5,True,5.14,0.77,1.44,0.9355,29
45373,3,26,5.11,4.97,-2.03,4,True,5.22,-1.78,5,True,4.69,0.45,1.95,1.2011,10
45374,3,26,12.36,12.13,12.13,2,False,12.53,12.53,2,False,11.29,0.73,2.96,0.8047,5
45375,3,26,9.53,8.67,8.67,3,False,8.59,8.59,3,False,8.07,1.09,2.58,1.0513,12
45376,3,26,5.27,5.07,1.07,5,True,4.82,0.82,5,True,4.3,0.55,0.61,1.0828,8
45377,3,26,4.52,4.37,-10.63,2,False,4.68,-10.32,2,False,4.32,0.52,1.74,0.9959,0
45378,3,26,5.49,5.29,2.29,4,True,5.36,2.36,4,True,4.95,0.29,4.25,0.8386,27
45379,3,26,5.87,5.31,5.31,3,False,5.68,5.68,3,False,4.88,0.63,2.19,1.1813,12
45380,3,26,6.67,6.35,2.35,4,True,6.67,2.67,4,True,6.1,0.48,1.09,1.0628,12
45381,3,26,9.33,9.73,-14.27,3,False,9.94,-14.06,3,False,9.15,1.42,0,1.2644,22
45382,3,26,11.48,11.66,4.66,4,True,12.21,5.21,3,False,11.51,1.82,4.37,0.7833,23
45383,3,26,4.67,4.33,4.33,4,True,4.36,4.36,4,True,3.75,0.29,2.66,0.8086,0
45384,3,26,5.33,5.13,4.13,4,True,5.39,4.39,4,True,4.58,0.59,2.22,1.1965,10
45385,3,26,5.9,6.17,-1.83,5,True,6.17,-1.83,5,True,5.54,0.89,1.98,0.878,7
45386,3,26,6.41,6.1,1.1,5,True,6.08,1.08,5,True,5.29,0.75,2.92,0.8069,10
45387,3,26,5.97,5.81,1.81,5,True,6.2,2.2,4,True,5.53,0.8,3.72,0.9144,3
45388,3,26,9.73,9.75,9.75,3,False,9.96,9.96,3,False,8.5,0.95,3.82,0.7061,12
45389,3,26,8.37,8.64,8.64,3,False,8.91,8.91,3,False,7.57,1.1,1.21,0.8119,9
45390,3,26,6.26,6.29,6.29,3,False,6.55,6.55,3,False,5.63,0.56,4.02,0.9908,29
45391,3,26,4.69,4.8,3.8,4,True,5.49,4.49,4,True,4.95,0.41,2.28,0.8026,3
45392,3,26,5.4,5.01,5.01,3,False,5.24,5.24,3,False,4.55,0.36,1.56,0.8245,8
45393,3,26,6.2,5.95,5.95,3,False,6.46,6.46,3,False,6.02,0.77,4.2,0.8154,21
45394,3,26,5.05,5.13,5.13,3,False,5.02,5.02,3,False,4.37,0.34,4.3,0.7429,29
45395,3,26,9.98,9.78,2.78,4,True,10.52,3.52,4,True,9.6,0.63,1.52,1.2029,24
45396,3,26,8.61,8.55,-2.45,4,True,9.8,-1.2,5,True,8.65,1.12,2.34,0.8901,18
45397,3,26,5.64,5.78,4.78,4,True,6.26,5.26,3,False,5.92,0.46,0.35,1.0273,10
45398,3,26,6.54,6.73,-12.27,2,False,7.36,-11.64,2,False,6.66,0.63,0.56,0.9853,18
45399,3,26,6.89,7.04,7.04,3,False,7.26,7.26,3,False,6.18,0.59,3.96,1.044,7
45400,3,26,5.02,4.04,-3.96,4,True,3.95,-4.05,4,True,3.47,0.29,0.15,0.7871,23
45401,3,26,4.9,4.84,-0.16,5,True,4.49,-0.51,5,True,3.98,0.33,2.59,1.1965,13
45402,3,26,9.56,8.99,8.99,3,False,8.85,8.85,3,False,8.26,0.57,0.13,0.7937,1
45403,3,26,9.42,8.65,2.65,4,True,9.29,3.29,4,True,8.54,0.79,0.9,1.0842,7
45404,3,26,4.63,4.77,4.77,4,True,4.63,4.63,4,True,4.19,0.63,4.6,0.9578,25
45405,3,26,5.82,5.43,5.43,3,False,5.77,5.77,3,False,5.03,0.7,0.94,0.7942,25
45406,3,26,6.76,6.1,0.1,5,True,6.44,0.44,5,True,5.99,0.49,2.04,1.1335,11
45407,3,26,6.2,6.18,6.18,3,False,6.54,6.54,3,False,5.83,0.42,1.45,0.9553,24
45408,3,26,5.72,5.65,5.65,3,False,5.24,5.24,3,False,4.57,0.31,2.37,0.795,16
45409,3,26,10.05,8.93,1.93,5,True,8.56,1.56,5,True,7.44,0.62,4.01,0.8129,5
45410,3,26,8.93,8.06,8.06,3,False,8.75,8.75,3,False,7.98,0.69,4.82,1.1819,20
45411,3,26,5.57,6.09,6.09,3,False,6.35,6.35,3,False,5.5,0.48,4.7,0.7772,15
45412,3,26,6.19,6,1,5,True,6.35,1.35,5,True,5.57,0.53,1.81,0.9619,15
45413,3,26,7,6.29,0.29,5,True,6.91,0.91,5,True,6.24,0.8,3.29,1.0769,25
45414,3,26,4.34,4.26,-2.74,4,True,4.46,-2.54,4,True,3.82,0.35,2.02,1.1824,7
45415,3,26,4.87,4.88,4.88,4,True,4.81,4.81,4,True,4.24,0.31,2.66,0.7075,3
45416,3,26,10.42,10.1,9.1,3,False,10.67,9.67,3,False,9.83,1.01,4.31,0.7438,20
45417,3,26,9.35,8.99,8.99,3,False,9.25,9.25,3,False,8.38,0.79,2.67,0.8654,17
45418,3,26,6.18,5.71,5.71,3,False,5.83,5.83,3,False,5.07,0.42,2.26,0.8051,10
45419,3,26,6.2,5.95,5.95,3,False,6.27,6.27,3,False,5.43,0.64,1.07,1.2978,6
45420,3,26,6.82,6.54,6.54,3,False,6.67,6.67,3,False,6.12,0.67,4.17,1.0813,7
45421,3,26,6.89,6.39,6.39,3,False,6.05,6.05,3,False,5.32,0.69,2.31,1.1386,18
45422,3,26,4.11,3.44,3.44,4,True,3.87,3.87,4,True,3.56,0.28,3.74,0.9007,6
45423,3,26,8.57,8.1,8.1,3,False,9.28,9.28,3,False,8.44,0.95,0.58,1.273,11
45424,3,26,11.67,11.79,11.79,2,False,12.84,12.84,2,False,10.97,1.27,0.24,1.2894,11
45425,3,26,7.2,7.16,7.16,3,False,7.63,7.63,3,False,6.92,0.49,0.67,0.7387,25
45426,3,26,5.91,6.14,-6.86,3,False,6.82,-6.18,3,False,6.16,0.47,0.1,0.8461,6
45427,3,26,5.01,4.75,-5.25,3,False,4.98,-5.02,3,False,4.28,0.47,4.48,0.844,17
45428,3,26,4.73,4.5,-1.5,5,True,5.01,-0.99,5,True,4.51,0.39,2.22,0.7223,7
45429,3,26,4.1,4.06,1.06,5,True,3.95,0.95,5,True,3.55,0.32,1.39,0.8112,25
45430,3,26,9.05,8.61,-13.39,2,False,9.23,-12.77,3,False,8.23,0.72,0.64,1.0289,19
45431,3,26,10.54,10.51,10.51,2,False,10.69,10.69,2,False,9.37,1.17,0.02,1.1108,13
45432,3,26,6.03,6.23,0.23,5,True,7.01,1.01,5,True,6.18,0.38,1.55,1.1702,7
45433,3,26,4.85,4.83,-5.17,3,False,5.18,-4.82,4,True,4.83,0.39,1.61,1.1769,2
45434,3,26,5.88,5.45,0.45,5,True,5.2,0.2,5,True,4.59,0.39,3.8,1.1013,24
45435,3,26,5.93,5.61,-4.39,4,True,5.61,-4.39,4,True,4.79,0.47,4.06,1.1832,3
45436,3,26,5.84,5.84,5.84,3,False,5.87,5.87,3,False,5.5,0.44,0.47,1.1743,14
45437,3,26,10.6,9.97,0.97,5,True,9.14,0.14,5,True,8.66,0.81,0.7,0.9779,22
45438,3,26,10.58,10.65,4.65,4,True,10.51,4.51,4,True,9.67,0.71,1.95,1.1442,20
45439,3,26,4.37,4.22,-4.78,4,True,4.46,-4.54,4,True,3.81,0.42,1.78,0.8403,4
45440,3,26,5.81,5.93,-6.07,3,False,6.11,-5.89,3,False,5.69,0.67,3.12,1.0936,9
45441,3,26,4.57,4.22,-4.78,4,True,4.25,-4.75,4,True,3.92,0.37,4.01,0.9442,25
45442,3,26,5.32,4.28,-1.72,5,True,4.11,-1.89,5,True,3.75,0.41,2.08,0.8001,16
45443,3,26,4.56,4.36,4.36,4,True,4.57,4.57,4,True,4.23,0.45,4.49,0.8005,22
45444,3,26,10.02,9.93,6.93,3,False,9.93,6.93,3,False,8.55,0.51,1.57,0.7487,24
45445,3,26,8.4,8.44,3.44,4,True,8.58,3.58,4,True,7.65,1.19,2.85,1.0505,6
45446,3,26,6.62,6.37,6.37,3,False,6,6,3,False,5.43,0.56,2.37,1.0636,27
45447,3,26,4.78,4.49,-5.51,3,False,4.57,-5.43,3,False,3.98,0.42,2.01,1.002,28
45448,3,26,5.56,5.53,5.53,3,False,5.74,5.74,3,False,5.29,0.47,4.55,1.0783,27
45449,3,26,4.96,4.92,4.92,4,True,5.13,5.13,3,False,4.6,0.75,0.68,0.9941,13
45450,3,26,5.33,5.3,4.3,4,True,5.58,4.58,4,True,4.87,0.43,1.88,0.9957,26
45451,3,26,10.1,10.03,6.03,3,False,10.38,6.38,3,False,9.53,0.89,2.95,1.0429,6
45452,3,26,11.12,10.34,4.34,4,True,10.22,4.22,4,True,9.03,1.5,0.02,1.1426,16
45453,3,26,6.67,6.08,0.08,5,True,6.21,0.21,5,True,5.84,0.73,0.27,1.2223,8
45454,3,26,5.55,5.26,5.26,3,False,5.89,5.89,3,False,5.05,0.61,3.98,0.7133,2
45455,3,26,6.01,5.5,3.5,4,True,5.92,3.92,4,True,5.52,0.58,4.01,1.1222,0
45456,3,26,5.98,5.93,5.93,3,False,6.15,6.15,3,False,5.74,0.54,3.91,1.2367,27
45457,3,26,4.21,4.31,-0.69,5,True,4.05,-0.95,5,True,3.6,0.36,0.48,0.746,18
45458,3,26,13.23,13.1,10.1,2,False,13.02,10.02,2,False,11.99,1.27,3.17,0.8118,8
45459,3,26,9.05,9.01,3.01,4,True,9.83,3.83,4,True,8.38,1.3,1.64,0.8363,20
45460,3,26,5.82,5.85,2.85,4,True,6.54,3.54,4,True,5.71,0.95,2.89,1.0418,2
45461,3,26,5.14,5.32,1.32,5,True,5.89,1.89,5,True,5.33,0.86,3.18,0.9102,12
45462,3,26,5.9,6.44,6.44,3,False,6.13,6.13,3,False,5.58,0.54,0.5,0.7843,18
45463,3,26,6.36,6.04,-7.96,3,False,6.58,-7.42,3,False,6.21,0.93,1.84,1.0519,4
45464,3,26,5.06,4.79,1.79,5,True,5.18,2.18,4,True,4.82,0.31,4.83,0.9799,19
45465,3,26,10.94,11.35,2.35,4,True,11.58,2.58,4,True,10.4,0.89,4.03,0.8521,0
45466,3,26,10.19,10.16,-1.84,5,True,9.05,-2.95,4,True,8.54,1.01,1.23,1.1658,10
45467,3,26,4.99,5.28,5.28,3,False,4.8,4.8,4,True,4.51,0.46,1.64,0.7103,29
45468,3,26,5.3,5.54,2.54,4,True,5.41,2.41,4,True,5.04,0.53,4.58,1.1633,26
45469,3,26,6.42,6.32,4.32,4,True,5.99,3.99,4,True,5.39,0.6,3.27,1.0561,16
45470,3,26,6.15,6.19,6.19,3,False,5.95,5.95,3,False,5.27,0.3,3.11,1.0997,21
45471,3,26,5.06,4.99,4.99,4,True,5.44,5.44,3,False,4.86,0.48,4.15,1.2309,3
45472,3,26,10.39,10.26,10.26,2,False,10.03,10.03,2,False,8.66,0.79,1.01,0.8034,18
45473,3,26,7.95,7.76,1.76,5,True,7.2,1.2,5,True,6.56,0.6,4.58,0.8737,20
45474,3,26,6.02,5.52,0.52,5,True,5.97,0.97,5,True,5.11,0.64,0.96,0.9382,3
45475,3,26,6.62,6.65,6.65,3,False,6.44,6.44,3,False,5.57,0.5,3.81,0.7564,21
45476,3,26,5.12,4.53,4.53,4,True,4.62,4.62,4,True,4.3,0.66,1.3,0.7054,14
45477,3,26,5.83,5.94,-8.06,3,False,6.36,-7.64,3,False,5.59,0.42,1.42,0.9945,19
45478,3,26,5.5,5.5,5.5,3,False,5.26,5.26,3,False,4.74,0.53,3.12,1.0382,20
45479,3,26,9.57,9.71,9.71,3,False,9.84,9.84,3,False,8.94,1.19,0.63,0.921,5
45480,3,26,10.38,9.81,-0.19,5,True,9.86,-0.14,5,True,9.23,1.22,1.63,0.7787,23
45481,3,26,5.89,5.55,5.55,3,False,6.12,6.12,3,False,5.26,0.76,3.76,0.8142,14
45482,3,26,6.44,6.33,6.33,3,False,6.33,6.33,3,False,5.66,0.33,3.62,1.0432,13
45483,3,26,5.64,5.67,3.67,4,True,5.81,3.81,4,True,5.11,0.81,2.61,1.1004,10
45484,3,26,6.53,6.36,-4.64,4,True,6.12,-4.88,4,True,5.65,0.34,2.41,1.1432,3
45485,3,26,5.02,4.66,2.66,4,True,4.67,2.67,4,True,4.27,0.58,4.58,0.8175,10
45486,3,26,9.58,9.34,2.34,4,True,8.64,1.64,5,True,7.92,1.12,1.01,0.7942,13
45487,3,26,9.25,8.7,1.7,5,True,9.31,2.31,4,True,8.42,1.12,2.5,1.0666,18
45488,3,26,5.2,4.86,-7.14,3,False,4.75,-7.25,3,False,4.48,0.46,0.18,1.143,10
45489,3,26,5.36,4.47,4.47,4,True,4.65,4.65,4,True,4,0.58,3.08,1.2571,1
45490,3,26,6.36,6.22,-4.78,4,True,6.08,-4.92,4,True,5.52,0.42,0.82,1.1409,5
45491,3,26,4.59,4.41,-4.59,4,True,4.18,-4.82,4,True,3.96,0.36,0.46,1.278,3
45492,3,26,5.21,5.59,-1.41,5,True,5.89,-1.11,5,True,5.22,0.65,0.5,1.2563,12
45493,3,26,11.31,10.44,9.44,3,False,10.2,9.2,3,False,8.77,0.68,4.41,0.7554,20
45494,3,26,10.3,10.35,10.35,2,False,10.4,10.4,2,False,9.17,1.08,4.98,0.8387,4
45495,3,26,6.4,6.45,6.45,3,False,5.95,5.95,3,False,5.41,0.57,3.32,0.9579,25
45496,3,26,6.71,6.71,6.71,3,False,7.85,7.85,3,False,7.16,0.47,2.94,0.8536,2
45497,3,26,6.48,5.94,5.94,3,False,6,6,3,False,5.37,0.85,1.15,0.8118,9
45498,3,26,5.94,6.1,-0.9,5,True,6.26,-0.74,5,True,5.73,0.35,2.04,1.2718,0
45499,3,26,5.99,5.34,5.34,3,False,5.36,5.36,3,False,4.93,0.44,3.44,1.2005,6
45500,3,26,8.79,7.94,1.94,5,True,7.45,1.45,5,True,6.37,1.06,0.98,1.1059,17
45501,3,26,8.81,8.69,2.69,4,True,9.35,3.35,4,True,8.67,0.81,3.77,1.1693,12
45502,3,26,4.93,5.38,4.38,4,True,5.62,4.62,4,True,5.14,0.83,2.03,1.0873,25
45503,3,26,4.38,4.28,-1.72,5,True,4.26,-1.74,5,True,3.97,0.6,4.35,1.2279,29
45504,3,26,4.78,4.84,-1.16,5,True,5,-1,5,True,4.51,0.73,2.37,1.0084,25
45505,3,26,3.46,3.34,2.34,4,True,3.12,2.12,4,True,2.7,0.23,1.28,0.781,20
45506,3,26,3.43,3.26,0.26,5,True,2.85,-0.15,5,True,2.63,0.2,4.51,1.1625,6
45507,3,26,7.64,7.25,5.25,3,False,7.06,5.06,3,False,6.35,0.68,2.09,1.1962,5
45508,3,26,5.47,5.74,5.74,3,False,5.49,5.49,3,False,4.86,0.54,4.49,1.1317,15
45509,3,26,3.06,2.79,-2.21,4,True,2.85,-2.15,4,True,2.5,0.31,4.47,0.9106,25
45510,3,26,2.69,2.69,-0.31,5,True,2.57,-0.43,5,True,2.43,0.25,0.74,1.0418,29
45511,3,26,3.3,3.38,3.38,4,True,3.93,3.93,4,True,3.43,0.59,1.32,1.1617,14
45512,3,26,3.01,3.02,3.02,4,True,3.17,3.17,4,True,2.9,0.17,4.78,1.0484,18
45513,3,26,3.43,3.43,0.43,5,True,3.18,0.18,5,True,2.96,0.38,3.04,1.0148,6
45514,3,26,7.61,7.4,7.4,3,False,8,8,3,False,7.41,0.42,0.71,1.1959,4
45515,3,26,6.71,5.62,-12.38,2,False,5.25,-12.75,2,False,4.5,0.45,4.59,0.7632,11
45516,3,26,3.84,3.92,2.92,4,True,3.94,2.94,4,True,3.66,0.24,0.54,0.7461,25
45517,3,26,4,4.08,2.08,4,True,4.37,2.37,4,True,4.11,0.6,4.34,1.044,27
45518,3,26,3.42,3.11,3.11,4,True,3.21,3.21,4,True,3,0.33,0.97,0.7997,14
45519,3,26,3,2.79,2.79,4,True,3.17,3.17,4,True,2.71,0.22,0.13,1.1294,24
45520,3,26,3.13,3.09,3.09,4,True,3.19,3.19,4,True,2.82,0.36,4.72,1.1451,26
45521,3,26,5.1,4.32,1.32,5,True,4.26,1.26,5,True,3.94,0.26,1.35,0.8079,2
45522,3,26,5.13,4.83,4.83,4,True,5.01,5.01,3,False,4.57,0.26,2.63,1.1934,7
45523,3,26,3.84,3.77,3.77,4,True,4.02,4.02,4,True,3.68,0.56,4.6,0.7428,10
45524,3,26,2.85,3.04,2.04,4,True,3.46,2.46,4,True,3.02,0.27,4.67,1.2933,8
45525,3,26,4.19,4.1,4.1,4,True,4.01,4.01,4,True,3.77,0.43,2.14,1.1,18
45526,3,26,2.74,2.73,-1.27,5,True,2.91,-1.09,5,True,2.55,0.38,2.16,1.1295,17
45527,3,26,2.95,2.82,2.82,4,True,2.65,2.65,4,True,2.43,0.29,2.44,0.8175,3
45528,3,26,7.38,7.03,7.03,3,False,6.57,6.57,3,False,6.13,0.62,2.74,1.25,13
45529,3,26,5.13,4.57,4.57,4,True,4.48,4.48,4,True,3.89,0.62,3.03,0.8447,20
45530,3,26,3.43,3.07,2.07,4,True,3.09,2.09,4,True,2.73,0.42,2.05,1.1723,13
45531,3,26,3.15,3.15,3.15,4,True,3.17,3.17,4,True,2.89,0.32,2.11,0.7817,21
45532,3,26,4.24,4.24,-0.76,5,True,4.12,-0.88,5,True,3.52,0.39,4.92,1.2742,22
45533,3,26,3.41,2.99,1.99,5,True,3.49,2.49,4,True,3.24,0.23,3.5,1.246,17
45534,3,26,3.26,2.76,2.76,4,True,2.66,2.66,4,True,2.45,0.14,0.23,1.2482,14
45535,3,26,5.17,5.06,-1.94,5,True,4.87,-2.13,4,True,4.46,0.72,2.62,0.729,8
45536,3,26,11.01,9.93,6.93,3,False,9.4,6.4,3,False,8.1,1.37,2.57,1.2502,21
45537,3,26,5.2,5,0,5,True,5.04,0.04,5,True,4.52,0.4,0.92,0.9373,14
45538,3,26,4.91,4.12,-3.88,4,True,4.17,-3.83,4,True,3.89,0.59,4.38,0.9709,24
45539,3,26,5.61,5.74,1.74,5,True,5.75,1.75,5,True,5.42,0.64,1.44,0.9357,15
45540,3,26,5.93,5.61,1.61,5,True,5.8,1.8,5,True,5.26,0.84,2.62,1.2945,1
45541,3,26,5.08,4.44,1.44,5,True,4.11,1.11,5,True,3.77,0.39,4.27,1.2842,18
45542,3,26,10.19,9.69,-3.31,4,True,8.99,-4.01,4,True,8.22,1.03,3.74,1.1829,10
45543,3,26,12.13,11.35,11.35,2,False,11.72,11.72,2,False,10.81,0.8,2.51,1.063,25
45544,3,26,4.74,4.23,3.23,4,True,4.58,3.58,4,True,3.97,0.35,4.41,0.9114,23
45545,3,26,6.92,6.12,2.12,4,True,6.23,2.23,4,True,5.79,0.76,2.19,0.819,3
45546,3,26,5.63,5.74,5.74,3,False,5.85,5.85,3,False,5.2,0.78,0.32,0.9301,8
45547,3,26,5.88,5.27,5.27,3,False,4.8,4.8,4,True,4.22,0.31,3,0.8526,24
45548,3,26,6.41,6.38,6.38,3,False,6.65,6.65,3,False,6.16,0.93,3.5,1.2907,26
45549,3,26,9.22,8.62,-2.38,4,True,9.24,-1.76,5,True,8.39,0.59,4.43,0.91,3
45550,3,26,11.01,11.24,-7.76,3,False,10.61,-8.39,3,False,9.86,0.57,1.89,0.7315,23
45551,3,26,6.51,6.62,3.62,4,True,6.56,3.56,4,True,6.08,0.91,3.93,0.9774,6
45552,3,26,5.56,5.34,5.34,3,False,5.53,5.53,3,False,4.89,0.64,3.97,1.1792,23
45553,3,26,5.09,5.15,2.15,4,True,5.54,2.54,4,True,5.18,0.63,4.24,0.8735,0
45554,3,26,6.38,6.5,6.5,3,False,6.85,6.85,3,False,6.22,0.53,3.61,0.9862,2
45555,3,26,4.84,4.7,4.7,4,True,4.41,4.41,4,True,3.86,0.32,3.93,1.0956,1
45556,3,26,9.81,9.32,-8.68,3,False,10.13,-7.87,3,False,8.71,0.67,4.91,1.0156,0
45557,3,26,9.23,9.33,9.33,3,False,9.57,9.57,3,False,8.54,1.25,0.83,1.0941,17
45558,3,26,5.25,5.14,5.14,3,False,5.37,5.37,3,False,4.89,0.63,2.15,0.8036,21
45559,3,26,6.59,6.13,-9.87,3,False,6.13,-9.87,3,False,5.59,0.49,0.04,1.2897,14
45560,3,26,5.21,4.95,-5.05,3,False,5.13,-4.87,4,True,4.57,0.41,0.87,1.0857,16
45561,3,26,4.2,4.26,4.26,4,True,4.13,4.13,4,True,3.77,0.23,0.1,0.8922,29
45562,3,26,6.16,6.73,6.73,3,False,6.79,6.79,3,False,6.42,0.74,0.15,0.7872,7
45563,3,26,12.38,11.94,11.94,2,False,11.22,11.22,2,False,10.29,1.39,2.68,1.2523,24
45564,3,26,9.21,8.68,4.68,4,True,9.12,5.12,3,False,8.36,1.13,3.2,1.1001,9
45565,3,26,5.7,5.35,-7.65,3,False,5.34,-7.66,3,False,5.02,0.68,1.17,1.0759,1
45566,3,26,5.69,4.9,-2.1,4,True,4.95,-2.05,4,True,4.48,0.74,2.25,1.2013,8
45567,3,26,6,5.44,-5.56,3,False,5.16,-5.84,3,False,4.75,0.56,3.36,1.2691,11
45568,3,26,7.28,7.09,7.09,3,False,7.01,7.01,3,False,6.17,0.95,0.24,1.1251,7
45569,3,26,6.81,6.7,6.7,3,False,6.34,6.34,3,False,5.44,0.75,3.91,1.0813,18
45570,3,26,12.19,11.83,11.83,2,False,12.11,12.11,2,False,10.49,1.67,1.68,1.0427,12
45571,3,26,13,12.41,5.41,3,False,12.01,5.01,3,False,10.65,1.74,3.44,0.7949,16
45572,3,26,7.25,6.64,-6.36,3,False,6.67,-6.33,3,False,5.78,0.91,3.35,0.9179,20
45573,3,26,6.72,6.87,6.87,3,False,6.87,6.87,3,False,5.84,0.58,1.93,1.2852,24
45574,3,26,5.38,5.19,-1.81,5,True,5.34,-1.66,5,True,4.79,0.4,4.69,0.8634,7
45575,3,26,5.79,5.95,5.95,3,False,6.02,6.02,3,False,5.68,0.33,2.65,0.8806,7
45576,3,26,6.12,5.94,2.94,4,True,5.57,2.57,4,True,5.18,0.46,1.16,1.1111,21
45577,3,26,10.71,9.93,-6.07,3,False,10.96,-5.04,4,True,9.98,1.51,0.79,0.8731,2
45578,3,26,12.21,11.52,11.52,2,False,13.13,13.13,2,False,11.21,0.95,3.53,1.0867,17
45579,3,26,7.02,6.05,2.05,4,True,6.07,2.07,4,True,5.56,0.88,4.56,0.7686,4
45580,3,26,7.28,6.81,-1.19,5,True,7.02,-0.98,5,True,6.12,0.43,0.32,1.0354,23
45581,3,26,6.94,6.78,6.78,3,False,6.73,6.73,3,False,5.75,0.6,4.35,0.8598,23
45582,3,26,5.79,6.21,6.21,3,False,6.55,6.55,3,False,5.88,0.68,1.37,0.8262,4
45583,3,26,6.88,6.91,-1.09,5,True,7.44,-0.56,5,True,6.61,0.55,3,0.8387,14
45584,3,26,11.61,11.33,4.33,4,True,11.06,4.06,4,True,9.85,0.64,1.17,1.262,1
45585,3,26,10.19,9.22,0.22,5,True,9.51,0.51,5,True,9.01,0.95,0.19,0.9535,9
45586,3,26,5.57,5.05,5.05,3,False,5.1,5.1,3,False,4.62,0.34,0.17,1.1768,11
45587,3,26,7.03,6.81,6.81,3,False,6.83,6.83,3,False,6.43,0.75,3.87,0.8014,23
45588,3,26,6.99,6.88,6.88,3,False,7.21,7.21,3,False,6.64,0.83,3,1.2727,20
45589,3,26,5.21,5.08,1.08,5,True,5.38,1.38,5,True,5.03,0.74,2.85,1.1286,27
45590,3,26,7.12,6.98,-0.02,5,True,6.77,-0.23,5,True,6.35,0.65,4.84,1.0067,26
45591,3,26,12.37,12.09,-21.91,2,False,13.27,-20.73,2,False,12.01,0.8,1.02,1.2792,28
45592,3,26,9.83,8.99,2.99,4,True,9.27,3.27,4,True,7.89,1.06,2.46,1.1324,2
45593,3,26,7.76,7.9,-5.1,3,False,8.1,-4.9,4,True,7.33,0.89,3.17,1.0182,27
45594,3,26,6.49,6.8,1.8,5,True,6.19,1.19,5,True,5.5,0.53,3.17,0.9253,3
45595,3,26,6.4,6.48,6.48,3,False,6.51,6.51,3,False,5.97,0.91,1.37,1.2476,8
45596,3,26,6.58,6.82,-0.18,5,True,6.68,-0.32,5,True,6.35,0.53,2.58,0.9967,19
45597,3,26,7.23,6.75,6.75,3,False,7.37,7.37,3,False,6.35,0.74,4.29,1.2416,13
45598,3,26,13.15,12.78,0.78,5,True,12.93,0.93,5,True,12.19,1.21,1.22,0.7924,18
45599,3,26,14.59,13.38,13.38,2,False,14.23,14.23,2,False,12.31,1.83,3.07,1.2114,28
45600,3,26,7.81,7.63,7.63,3,False,8.5,8.5,3,False,7.57,1.07,2.65,0.9498,27
45601,3,26,7.69,7.82,3.82,4,True,8.31,4.31,4,True,7.19,0.73,4.31,1.0786,10
45602,3,26,6.52,6.35,5.35,3,False,6.17,5.17,3,False,5.67,0.61,2.82,0.7527,15
45603,3,26,9,8.4,-15.6,2,False,8.93,-15.07,2,False,7.61,1,3.4,1.1864,12
45604,3,26,7.62,7.75,6.75,3,False,8.63,7.63,3,False,8.11,1.12,3.16,0.9768,22
45605,3,26,11.84,11.63,-7.37,3,False,12.89,-6.11,4,True,11.7,0.69,4.13,1.0728,11
45606,3,26,16.05,16.17,14.17,2,False,14.84,12.84,2,False,12.85,2.05,1.1,0.9503,4
45607,3,26,6.38,6.36,6.36,3,False,6.69,6.69,3,False,5.83,0.58,1.91,0.7454,12
45608,3,26,6.72,6.46,6.46,3,False,6.43,6.43,3,False,5.79,0.62,4.49,0.7037,9
45609,3,26,7.99,7.58,4.58,4,True,7.88,4.88,4,True,7.19,0.63,0.68,0.7894,29
45610,3,26,10.25,9.18,9.18,3,False,10.25,10.25,2,False,9.16,1.04,3.4,1.2502,4
45611,3,26,9.14,8.83,5.83,3,False,9.05,6.05,3,False,8.07,1.25,1.07,1.2101,15
45612,3,26,12.04,11.7,0.7,5,True,12.68,1.68,5,True,11.24,1.87,1.37,1.0465,13
45613,3,26,13.59,12.88,6.88,3,False,13.54,7.54,3,False,12.44,1.35,3.88,0.8978,20
45614,3,26,8.33,8.4,8.4,3,False,8.29,8.29,3,False,7.22,1.2,2.07,1.2611,21
45615,3,26,8.92,8.72,8.72,3,False,7.99,7.99,3,False,7.51,0.86,2.45,1.1533,12
45616,3,26,6.88,6.33,6.33,3,False,6.36,6.36,3,False,5.96,0.72,4.23,0.7798,4
45617,3,26,9.78,9.6,-0.4,5,True,9.57,-0.43,5,True,8.63,1.23,0.85,0.7794,23
45618,3,26,7.63,7.33,7.33,3,False,7.12,7.12,3,False,6.31,0.8,4.6,1.2889,21
45619,3,26,12.7,12.63,1.63,5,True,14.04,3.04,4,True,13.19,0.9,2.79,0.9976,22
45620,3,26,12.32,12.42,-12.58,3,False,11.83,-13.17,3,False,10.48,1.73,2.85,0.713,23
45621,3,26,9.77,9.18,9.18,3,False,8.97,8.97,3,False,7.97,0.95,1.96,0.9731,16
